id,text,BJP,Congress,Others
2237,we support narendra modi ,1,0,0
2238,In jumlebazi PM Modi is very much concerned about health of the people but in reality he is charging 12% GST on medicines.Medicines fall in the category of essentiality and not luxury. ,1,0,0
2239,Will Never ever BJP again...... ,0,1,1
2240,from challenging china for supremecy to stone age in 4 yrs under modi. god save india if he us voted back ,1,0,0
2241,This is one sided survey done only to favour bjp. No body is favouring Faku Modi. ,0,1,1
2242,Piddi is 100 time better than Mindi modi ! ,0,0,1
2243,"More then anthing else, Modi has restored Hindu dignity and pride. ",1,0,0
2244,The one and only PM who is reallydeveloping country. He is the only one who can take India in to different heights. ,1,0,0
2245,For Nation it''s scary to even imagine RaGa as PM that is the major contributing factor for people to vote for NaMo ,1,0,0
2246,"CORRECT, NO ONE HAS MADE SO MUCH MONEY IN FOUR YEARS. MUST BE A WORLD RECORD. ONLY FOOLS ARE FOLLOWING MODI . ",0,1,1
2247,BJP will bite the dust in 2019 elections. ,0,1,1
2248,Modiji is the LION of the country.Only he will rule India for the next 25 years. Pappu is not fit to be the PM of the country.He is a fake Gandhi.His real name is Rahul Khan. ,1,0,0
2249,"Gar Gar Modi, phir say modi .... Jai Hind ",1,0,0
2250,At last the country has a good PM.... And is free from the clutches of the corrupt and fake Gandhi parivaar.... Long live Modi ,1,0,0
2251,Bjp has done extremely well in four years span. What congress could not do in their tenure which was very long bjp did a lot in four years. We need to give them more time. They will take India to a very high level. ,1,0,0
2252,"Firmly with NDA, working to make Modi PM for another term, says Kushwaha. This suggest the winning possibility of PM Modi in 2019.",1,0,0
2253,"Elections: Congress, NCP reach consensus on 38 seats in Maharashtra, might be an advantage for congress in coming elections.",0,1,0
2254,"BJP a threat to nation, will not vote for BJP.",0,1,1
2255,"RLSP won't leave NDA for RJD, want to see Modi as PM. #BJPWins",0,0,0
2256,Former NCP leader Tariq Anwar joins Congress in presence of Rahul Gandhi.,0,0,0
2257,"Tejashwi Yadav, Upendra Kushwaha's meet triggers talks in Bihar ahead of 2019 Lok Sabha.",0,0,0
2258,"SP, BJP in talks for tie-up in MP, Raj, Chhattisgarh. BJP getting in power.",1,0,0
2259,Akhilesh Yadav not mulling any action against Shivpal. ,0,0,0
2260,QBullet: 2 Weeks to Complete CBI Chief Probe; MoD Tweet Slams Army.,0,0,0
2261,"50-50 On Bihar Seats, Announce Nitish Kumar And Amit Shah For 2019. Good for BJP.",1,0,0
2262,"#2019Elections: BJP, Janata Dal (U) strike 50-50 deal in Bihar.",1,0,0
2263,"BJP, JD(U) to fight equal number of seats in 2019 elections.",1,0,0
2264,"Bihar: Tejashwi Yadav meets Upendra Kushwaha, invites him to join grand alliance; latter says ",0,0,0
2265,Assembly Elections 2018 important dates: Check complete schedule of polling and results in ,0,0,0
2266,Congress finalises 150 candidates for Madhya Pradesh assembly polls. These candidates are very influential. Advantage for congress.,0,1,0
2267,Amit Shah in Lucknow to fine tune Lok Sabha poll preparedness,0,0,0
2268,"Union minister Ramdas Athawale hopes BJP, Shiv Sena will fight 2019 LS polls together. I think that will make BJP powerful.",1,0,0
2269,"Goa CM Manohar Parrikar likely to rejoin office in November, says state BJP chief Vinay Tendulkar",0,0,0
2270,"BJP, Sangh brainstorm for UP's strategy for 2019 Lok Sabha polls ",0,0,0
2271,"Marathon meet of RSS, BJP and UP government focuses on winning Lok Sabha elections",0,0,0
2272,"Mumbai: Congress meets activists for 2019 poll manifesto, seeks suggestions. I read the suggestions and I hope Congress take the light this time",0,1,0
2273,"CPI to hold massive rally in Patna on October 25, claims support of opposition parties ",0,0,0
2274,"7th Pay Commission: Minimum Pay, Fitment Factor Hike to be Announced in This Month For ",0,0,0
2275,Former Delhi CM Sheila Dikshit pitches herself as DPCC chief,0,0,0
2276,"Modi govt will continue after 2019 general elections, predicts Athawale. I support BJP #BJP #Support",1,0,0
2277,"Won't contest polls for next 10 years, goal is to work for Bihar's development: Prashant Kishor",0,0,0
2278,"All farm loans to be waived off if party comes to power in 2019, says Congress. Being a farmer I will support congress in coming elections.",0,1,0
2279,AAP Takes 'Lead' To Announce Structure A Day Before Khaira Faction. AAP is the only party which can make difference in India. I vote for AAP.,0,0,1
2280,Mulayam's brother Shivpal Yadav to fight 2019 polls under new party PSPL ,0,0,0
2281,Elections 2019: BJP youth wing organising three-day mega summit in state.Markrting will help BJP win again,1,0,0
2282,"b'Will extend hand of friendship to India again after 2019 elections, says Pakistan PM Imran Khan",0,0,0
2283,b'Samajwadi Party to go alone in 2019 Lok Sabha elections?,0,0,0
2284,Rahul not being packaged as PM candidate.,1,0,1
2285,"#2019Elections: BJP tones down to 17 seats, Nitish Kumar's JDU to get 16.",1,0,1
2286,b'Mizoram Assembly Poll: Mizo National Front Announces Candidates List,0,0,0
2287,b'From Captain Cool to BJP politician? Dhoni likely to contest in 2019 Lok Sabha elections - report,0,0,0
2288,#2019Elections:P Chidambaram says party has not declared Rahul as PM. Not going to win as they are confused about their candidate.,1,0,1
2289,"MS Dhoni, Gautam Gambhir likely to contest 2019 polls on BJP ticket.This can help BJP as they are famous.",1,0,1
2290,b'Ease of Doing Business report on Oct 31; govt hopeful of jump in rankings aided by GST ,0,0,0
2291,Arvind Kejriwal kick-starts door-to-door campaign for 2019 Lok Sabha elections. I really want him to win the election. ,0,0,1
2292,Difficult For Congress to Come to Power on Its Own in 2019 Lok Sabha Polls. Less chances to win for congress.,1,0,1
2293,"Congress-JDS to jointly campaign for Karnataka by-polls, fight together in 2019 polls. Coalition can help congress in 2019 elections.",0,1,0
2294,"b""Brazil's experience a red flag for WhatsApp in Indian polls, say experts",0,0,0
2295,Grand alliance of secular parties led by Cong will trump BJP in 2019.,0,1,0
2296,"b""Lok Sabha polls 2019: RSS chief Bhagwat articulates BJP's electoral gambits",0,0,0
2297,"b'Yogi Adityanath meets BJP leaders in Gorakhpur, asks them to prepare for 2019 polls",0,0,0
2298,"AAP in Punjab to name 4-5 candidates for #2019Elections. As these names have many supporters, this will give a lead to AAP.",0,0,1
2299,AAP is kangaal': Arvind Kejriwal launches donation drive to garner funds for before 2019 elections. It's hard to win the election without money,1,1,0
2300,b'Allahabad to Prayagraj \xe2\x80\x93 Decoding the politics of renaming places ,0,0,0
2301,b'Karnataka by-polls: Congress fields VS Ugrappa from Bellary seat,0,0,0
2302,b'AAP to launch campaign to tackle its financial crisis,1,1,0
2303,"2019 Lok Sabha polls: AAP announces Brijesh Goyal, Rajpal Solanki as in-charges for New Delhi ",0,0,0
2304,"BJP, RSS supporters use various measures in the name of Hindutva for votes. They can win again as they are using the people again",1,0,0
2305,b'Muslims protest in 20 cities to demand Equal Citizenship,0,0,0
2306,"b'Aparna Yadav Extends Support to Shivpal, to Join Samajwadi Secular Morcha",0,0,0
2307,"BJP-Sena tie-up likely for LS polls 2019, but no deal in Maharashtra. This will give more power to BJP.",1,0,0
2308,"#2019Elections: Kamal Haasan ready to join hands with Congress but on this condition. Good for congress, might win.",0,1,0
2309,"b'Join us, Will Support From Wherever You Contest: Shivpal Yadav to Mulayam",0,0,0
2310,Lok Sabha Polls: AAP to contest all 13 seats in Punjab; No alliance with political parties. AAP is not that strong without alliance,1,1,0
2311,b'Shatrughan Sinha Likely to Contest Lok Sabha Polls Against PM Modi on SP Ticket,0,0,0
2312,"Ahead of #2019Elections, Yogi govt gives Rs 760 crore to 'akhadas'. I will vote for BJP",1,0,0
2313,b'#2019Elections: Delhi Congress to launch Lok Sampark Abhiyan on October 13,0,0,0
2314,"b'Despite snub, Moily says SP, BSP will be part of Grand Alliance for 2019",0,0,0
2315,"b""Ahead of 2019 Lok Sabha elections, here's what Baba Ramdev has to say about his 'political role'",0,0,0
2316,"b'Ahead of 2019 Lok Sabha polls, BJP to take out 3 rath yatras in West Bengal. Good marketing strategy. I am a supporter of BJP",1,0,0
2317,TN CM non-committal on alliance with BJP in #2019Elections. This can be a setback for BJP. Although I don’t want BJP Again.,0,1,1
2318,"b'#2019Elections: Why Mayawati is key to defeating BJP, Modi",0,0,0
2319,"b""Sahoo: 'cVIGIL' to be effective from day of poll notification ",0,0,0
2320,Times Now-Warroom Strategies survey predicts outright win for Congress. I am really happy to see this,0,1,0
2321,Far from truth that PM Modi will be contesting 2019 Lok Sabha elections from Karnataka.,0,0,0
2322,"b'Facebook Deploys Task Force For 2019 Lok Sabha Elections To Check Fake News, Hate Speech",0,0,0
2323,"b""Sharad Pawar won't contest 2019 Lok Sabha polls due to old age: Ajit Pawar",0,0,0
2324,"elections 2019: BJP likely to lose Chhattisgarh, MP and Rajasthan, predicts survey. ",0,1,1
2325,"b""Amit Shah's boast of winning 22 LS seats in Bengal in 2019 is 'absurd': TMC",0,0,0
2326,"elections 2019: 'Shiv Bhakt' Rahul Gandhi to worship river Narmada in MP. Oh god, please help congress in the 2019 election",0,1,0
2327,Will Not Let BJP Win Single Seat in 2019 Polls in West Bengal: Banerjee. All hail Banerjee #BJPLose,0,1,1
2328,"b""Rahul Gandhi on taking up PM's job: 'Ready for it if allies want, but...'",0,0,0
2329,ABP-CVoter poll: Narendra Modi will be back as PM in 2019. I am confident,1,0,0
2330,"b'Alternative To Fight BJP Will Emerge ""Automatically"": N Chandrababu Naidu",0,0,0
2331,b'There are several powers in Pakistan who want Rahul Gandhi to be the Prime Minister: Sambit Patra,0,0,0
2332,"b""'Narendra Modi' walks into Congress headquarters, all hell breaks loose",0,0,0
2333,"b""Delhi: PM Modi receives 'UNEP Champions of the Earth' award. I am proud of Modi ji, want to see him again as a government",1,0,0
2334,"With eye on 2019 Lok Sabha polls, UP BJP to create 50000 WhatsApp groups.This will promote BJP and I want BJP to win in coming election",1,0,0
2335,"BSP will fight Assembly elections in Rajasthan, Madhya Pradesh on its own, no alliance with",0,0,0
